task,nominal_weight
qsar_aquatic_toxicity-96e503f00d74,0.007042253521126761
qsar_biodeg-99edbe20f66b,0.007042253521126761
qsar_fish_toxicity-7d92081eed10,0.007042253521126761
qsar_tid_11-34170685abe8,0.007042253521126761
regensburg_pediatric_appendicitis-e7c24901d0c7,0.007042253521126761
rossmann_store_sales-7f007635f770,0.007042253521126761
santander_customer_satisfaction-504299481d76,0.007042253521126761
santander_customer_transaction_predictio-23a97d4b68f1,0.007042253521126761
santander_transaction_value-46443292502e,0.007042253521126761
sat11_hand_algo_runtime-cda3af888024,0.007042253521126761
sberbank_housing_market_forecasting-54316cfd1a18,0.007042253521126761
sdss_17-3d9b16fdea21,0.007042253521126761
seismic_bumps-9636045db12f,0.007042253521126761
sepsis_prediction_1m-77a236a7d8eb,0.007042253521126761
sepsis_survival_minimal_clinical_records-225532acc0df,0.007042253521126761
sf_permit_time-a3faf4c318ef,0.007042253521126761
south_africa_coronary_heart_disease-0e8d7cd42b03,0.007042253521126761
splice-0b61e96684a9,0.007042253521126761
student_portuguese_performance-3bb888dc8310,0.007042253521126761
superconductivity-f6f2e1d679cc,0.007042253521126761
taiwanese_bankruptcy_prediction-e1d1c0962bcb,0.007042253521126761
telemonitoring_parkinsons_biomedical_voi-c608f1a3d898,0.007042253521126761
thyroid_discordant-1111dc4e4f7d,0.007042253521126761
tour_travels_churn-638a10e1adbe,0.007042253521126761
video_game_fps_prediction-af230e95b2ad,0.007042253521126761
video_transcoding_time_prediction-1aa8b8149615,0.007042253521126761
website_phishing-e1ffdd9e6d3a,0.007042253521126761
wids_diabetes_mellitus-d05f898265f2,0.007042253521126761
wine_quality-6ad3969edbaa,0.007042253521126761
wine_world_cost-59804d5f92e6,0.007042253521126761
