task,nominal_weight
hotel_booking_demand-9541da6f5a2b,0.00819672131147541
houses-ca1697d5c050,0.00819672131147541
hr_analytics-9f0cb22a2cd4,0.00819672131147541
immoscout_german_house_prices-58b4f389c67d,0.00819672131147541
in_vehicle_coupon_recommendation-102e68b480bd,0.00819672131147541
indian_liver_patient_dataset-0216cd985bcf,0.00819672131147541
iranian_churn-87d6fa636729,0.00819672131147541
jm1-c8cfe392b650,0.00819672131147541
kdd_cup_09_appetency-72d0143e7c3d,0.00819672131147541
kick-57821d387256,0.00819672131147541
labour_inspection_compliance-17b501f52bd1,0.00819672131147541
ljubljana_breast_cancer-28c8b88c6b23,0.00819672131147541
ljubljana_primary_tumor-b1acf2d83b0d,0.00819672131147541
lung_cancer-48c9b1f8934d,0.00819672131147541
lung_cancer_epithelial_genexp-ff6233558b2e,0.00819672131147541
marketing_campaign-45b76b0f0de6,0.00819672131147541
maternal_health_risk-002da4815804,0.00819672131147541
mercedes_benz_greener_manufacturing-da8ac0e00317,0.00819672131147541
miami_housing-77ada7242bed,0.00819672131147541
mic-ba10980b94f8,0.00819672131147541
mice_protein_trisomy_discriminant-14c7a0eb99a0,0.00819672131147541
micro_mass-5deb16d4fa0e,0.00819672131147541
musk-16dca0dbddf5,0.00819672131147541
mutual_funds_india-5fbf8efc1836,0.00819672131147541
naticusdroid_android_permissions_dataset-c7f072cebb01,0.00819672131147541
obesity_estimation-37bb57808420,0.00819672131147541
online_shoppers_purchasing_intention_dat-7c9d5262e1c0,0.00819672131147541
otto_group_product_classification_challe-08decc7aebcb,0.00819672131147541
pancreatic_cancer_mouse_detection-bebbbfb72cb4,0.00819672131147541
parkinsons_biomedical_voice_measurements-44c2da69ace1,0.00819672131147541
physiochemical_protein-d68ec1dd11a4,0.00819672131147541
polish_companies_bankruptcy-c6e7be38cb09,0.00819672131147541
predict_students_dropout_and_academic_su-60806510bdda,0.00819672131147541
prostate_cancer_detection-d59b58af2363,0.00819672131147541
pva_revenue_prediction_kddcup98-94a4b79d0042,0.00819672131147541
qsar_aquatic_toxicity-96e503f00d74,0.00819672131147541
qsar_biodeg-99edbe20f66b,0.00819672131147541
qsar_fish_toxicity-7d92081eed10,0.00819672131147541
qsar_tid_11-34170685abe8,0.00819672131147541
regensburg_pediatric_appendicitis-e7c24901d0c7,0.00819672131147541
santander_customer_satisfaction-504299481d76,0.00819672131147541
santander_transaction_value-46443292502e,0.00819672131147541
sat11_hand_algo_runtime-cda3af888024,0.00819672131147541
sberbank_housing_market_forecasting-54316cfd1a18,0.00819672131147541
sdss_17-3d9b16fdea21,0.00819672131147541
seismic_bumps-9636045db12f,0.00819672131147541
sepsis_survival_minimal_clinical_records-225532acc0df,0.00819672131147541
sf_permit_time-a3faf4c318ef,0.00819672131147541
south_africa_coronary_heart_disease-0e8d7cd42b03,0.00819672131147541
splice-0b61e96684a9,0.00819672131147541
student_portuguese_performance-3bb888dc8310,0.00819672131147541
superconductivity-f6f2e1d679cc,0.00819672131147541
taiwanese_bankruptcy_prediction-e1d1c0962bcb,0.00819672131147541
telemonitoring_parkinsons_biomedical_voi-c608f1a3d898,0.00819672131147541
thyroid_discordant-1111dc4e4f7d,0.00819672131147541
tour_travels_churn-638a10e1adbe,0.00819672131147541
video_game_fps_prediction-af230e95b2ad,0.00819672131147541
video_transcoding_time_prediction-1aa8b8149615,0.00819672131147541
website_phishing-e1ffdd9e6d3a,0.00819672131147541
wids_diabetes_mellitus-d05f898265f2,0.00819672131147541
wine_quality-6ad3969edbaa,0.00819672131147541
wine_world_cost-59804d5f92e6,0.00819672131147541
